programID,season,workID,composerLastName,composerFirstName,workTitle,OpusNumber,conductorLastName,conductorFirstName
4486,1928-29,50064*,Tchaikovsky,  Pyotr  Ilyich,SYMPHONY NO. 4, F MINOR,Mengelberg, Willem
4488,1928-29,50064*,Tchaikovsky,  Pyotr  Ilyich,SYMPHONY NO. 4, F MINOR,Mengelberg, Willem
4494,1928-29,51658*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 39, E-FLAT MAJOR,Mengelberg, Willem
6200,1928-29,51892*,Brahms,  Johannes,VARIATIONS ON A THEME BY HAYDN, OP. 56A,Mengelberg, Willem
13478,1928-29,51892*,Brahms,  Johannes,VARIATIONS ON A THEME BY HAYDN, OP. 56A,Mengelberg, Willem
13479,1928-29,51892*,Brahms,  Johannes,VARIATIONS ON A THEME BY HAYDN, OP. 56A,Mengelberg, Willem
6202,1928-29,51892*,Brahms,  Johannes,VARIATIONS ON A THEME BY HAYDN, OP. 56A,Mengelberg, Willem
4502,1928-29,1145*,Bach,  Johann  Christian,LUCIO SILLA: OVERTURE (SIN. B-FLAT, OP. 18,Mengelberg, Willem
4505,1928-29,1468*,Atterberg,  Kurt,SYMPHONY NO. 6, C MAJOR,Mengelberg, Willem
6413,1928-29,9000*1,Wagner,  Richard,RIENZI, WWV 49,Damrosch, Walter
4510,1928-29,51892*,Brahms,  Johannes,VARIATIONS ON A THEME BY HAYDN, OP. 56A,Mengelberg, Willem
4514,1928-29,1965*1,Cherubini,  Luigi,ANACRÉON, OU L’AMOUR FUGITIF,Mengelberg, Willem
4895,1928-29,1965*1,Cherubini,  Luigi,ANACRÉON, OU L’AMOUR FUGITIF,Mengelberg, Willem
4902,1928-29,1965*1,Cherubini,  Luigi,ANACRÉON, OU L’AMOUR FUGITIF,Mengelberg, Willem
13480,1928-29,1965*1,Cherubini,  Luigi,ANACRÉON, OU L’AMOUR FUGITIF,Mengelberg, Willem
6825,1928-29,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Damrosch, Walter
4908,1928-29,8868*1,Wagner,  Richard,FLIEGENDE HOLLANDER [HOLLÄNDER], DER,Mengelberg, Willem
6832,1928-29,2978*,Schubert,  Franz,MARCHE MILITAIRE, D.733 (ARR. Unspecified),Lange, Hans
4917,1928-29,50070*,Tchaikovsky,  Pyotr  Ilyich,SYMPHONY NO. 6, B MINOR,Damrosch, Walter
4923,1928-29,50964*1,Lalo,  Edouard,ROI D'YS, LE,Damrosch, Walter
6837,1928-29,4441*2,Meyerbeer,  Giacomo,PROPHÈTE, LE,Damrosch, Walter
6843,1928-29,52453*2,Beethoven,  Ludwig  van,SYMPHONY NO. 7 IN A MAJOR, OP.92,Damrosch, Walter
6570,1928-29,50070*1,Tchaikovsky,  Pyotr  Ilyich,SYMPHONY NO. 6, B MINOR,Mengelberg, Willem
122,1928-29,52651*,Mahler,  Gustav,LIED VON DER ERDE, DAS,Mengelberg, Willem
2064,1928-29,5801*16,Mendelssohn,  Felix,MIDSUMMER NIGHT'S DREAM, OP. 61,Damrosch, Walter
1793,1928-29,1145*,Bach,  Johann  Christian,LUCIO SILLA: OVERTURE (SIN. B-FLAT, OP. 18,Mengelberg, Willem
13595,1928-29,1145*,Bach,  Johann  Christian,LUCIO SILLA: OVERTURE (SIN. B-FLAT, OP. 18,Mengelberg, Willem
13596,1928-29,1145*,Bach,  Johann  Christian,LUCIO SILLA: OVERTURE (SIN. B-FLAT, OP. 18,Mengelberg, Willem
13597,1928-29,1145*,Bach,  Johann  Christian,LUCIO SILLA: OVERTURE (SIN. B-FLAT, OP. 18,Mengelberg, Willem
13598,1928-29,1145*,Bach,  Johann  Christian,LUCIO SILLA: OVERTURE (SIN. B-FLAT, OP. 18,Mengelberg, Willem
1795,1928-29,8868*1,Wagner,  Richard,FLIEGENDE HOLLANDER [HOLLÄNDER], DER,Mengelberg, Willem
7926,1928-29,1145*,Bach,  Johann  Christian,LUCIO SILLA: OVERTURE (SIN. B-FLAT, OP. 18,Mengelberg, Willem
133,1928-29,1145*,Bach,  Johann  Christian,LUCIO SILLA: OVERTURE (SIN. B-FLAT, OP. 18,Mengelberg, Willem
137,1928-29,1886*,Bach,  Johann  Sebastian,SUITE NO. 2,  B MINOR,Mengelberg, Willem
144,1928-29,51884*,Brahms,  Johannes,SYMPHONY NO. 4 IN E MINOR, OP. 98,Lange, Hans
2069,1928-29,1867*4,Bach,  Johann  Sebastian,SUITE NO. 3, D MAJOR,Schelling, Ernest
152,1928-29,9000*1,Wagner,  Richard,RIENZI, WWV 49,Reiner, Fritz
530,1928-29,51870*,Brahms,  Johannes,SYMPHONY NO. 1 IN C MINOR, OP. 68,Gabrilowitsch, Ossip
536,1928-29,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Gabrilowitsch, Ossip
540,1928-29,52429*,Beethoven,  Ludwig  van,SYMPHONY NO. 1 IN C MAJOR, OP.21,Gabrilowitsch, Ossip
548,1928-29,996*,Vivaldi,  Antonio,CONCERTO, VIOLIN,Molinari, Bernardino
554,1928-29,51642*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 35, D MAJOR,Toscanini, Arturo
565,1928-29,51642*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 35, D MAJOR,Toscanini, Arturo
2688,1928-29,51642*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 35, D MAJOR,Toscanini, Arturo
13472,1928-29,51642*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 35, D MAJOR,Toscanini, Arturo
13473,1928-29,51642*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 35, D MAJOR,Toscanini, Arturo
13474,1928-29,51642*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 35, D MAJOR,Toscanini, Arturo
13475,1928-29,51642*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 35, D MAJOR,Toscanini, Arturo
953,1928-29,50564*,Wagner,  Richard,FAUST OVERTURE, WWV 59,Toscanini, Arturo
2920,1928-29,52437*3,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Schelling, Ernest
971,1928-29,3969*,Schubert,  Franz,SYMPHONY NO. 9, C MAJOR,Toscanini, Arturo
2927,1928-29,8955*1,Mozart,  Wolfgang  Amadeus,MAGIC FLUTE, THE,Schelling, Ernest
976,1928-29,50564*,Wagner,  Richard,FAUST OVERTURE, WWV 59,Toscanini, Arturo
982,1928-29,52126*,Haydn,  Franz  Joseph,SYMPHONY NO. 101, D MAJOR (THE CLOCK),Toscanini, Arturo
988,1928-29,52434*,Beethoven,  Ludwig  van,SYMPHONY NO. 2 IN D MAJOR, OP.36,Toscanini, Arturo
1381,1928-29,8955*1,Mozart,  Wolfgang  Amadeus,MAGIC FLUTE, THE,Toscanini, Arturo
1387,1928-29,51870*,Brahms,  Johannes,SYMPHONY NO. 1 IN C MINOR, OP. 68,Krauss, Clemens
1391,1928-29,50068*,Tchaikovsky,  Pyotr  Ilyich,SYMPHONY NO. 5, E MINOR,Krauss, Clemens
1398,1928-29,52111*,Haydn,  Franz  Joseph,SYMPHONY NO.  97, C MAJOR,Krauss, Clemens
3359,1928-29,52446*1,Beethoven,  Ludwig  van,SYMPHONY NO. 5 IN C MINOR, OP.67,Schelling, Ernest
1403,1928-29,51870*,Brahms,  Johannes,SYMPHONY NO. 1 IN C MINOR, OP. 68,Krauss, Clemens
3375,1928-29,2819*1,Schubert,  Franz,SYMPHONY NO. 8, B MINOR,Schelling, Ernest
12696,1928-29,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Hoogstraten, Willem van
12697,1928-29,2331*,Rimsky-Korsakov,  Nikolai,SCHEHERAZADE, OP. 35,Hoogstraten, Willem van
12699,1928-29,51807*,Brahms,  Johannes,ACADEMIC FESTIVAL OVERTURE, OP.80,Hoogstraten, Willem van
12701,1928-29,51872*,Brahms,  Johannes,SYMPHONY NO. 2 IN D MAJOR, OP. 73,Hoogstraten, Willem van
12702,1928-29,2877*,Dvorak,  Antonín,SYMPHONY NO. 9, E MINOR,Hoogstraten, Willem van
12703,1928-29,52550*,Mendelssohn,  Felix,RUY BLAS, OP.95: OVERTURE,Hoogstraten, Willem van
12704,1928-29,52449*,Beethoven,  Ludwig  van,SYMPHONY NO. 6 IN F MAJOR, OP.68 (PASTORAL),Hoogstraten, Willem van
12705,1928-29,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Hoogstraten, Willem van
12706,1928-29,50070*,Tchaikovsky,  Pyotr  Ilyich,SYMPHONY NO. 6, B MINOR,Hoogstraten, Willem van
12707,1928-29,9187*1,Weber,  Carl  Maria Von,EURYANTHE, OP. 81,Hoogstraten, Willem van
12708,1928-29,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Hoogstraten, Willem van
12709,1928-29,52575*,Mendelssohn,  Felix,SYMPHONY NO. 3, A MINOR,Hoogstraten, Willem van
12710,1928-29,51880*,Brahms,  Johannes,SYMPHONY NO. 3 IN F MAJOR, OP. 90,Hoogstraten, Willem van
12711,1928-29,52437*,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Hoogstraten, Willem van
12712,1928-29,5801*1,Mendelssohn,  Felix,MIDSUMMER NIGHT'S DREAM, OP. 61,Hoogstraten, Willem van
12714,1928-29,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Hoogstraten, Willem van
12715,1928-29,856*,Schubert,  Franz,ROSAMUNDE: OVERTURE, D.644,Hoogstraten, Willem van
12716,1928-29,52453*,Beethoven,  Ludwig  van,SYMPHONY NO. 7 IN A MAJOR, OP.92,Coates, Albert
12717,1928-29,50564*,Wagner,  Richard,FAUST OVERTURE, WWV 59,Coates, Albert
12718,1928-29,8953*1,Mozart,  Wolfgang  Amadeus,SCHAUSPIELDIREKTOR (IMPRESARIO), K.486,Coates, Albert
12722,1928-29,51884*,Brahms,  Johannes,SYMPHONY NO. 4 IN E MINOR, OP. 98,Coates, Albert
12724,1928-29,52437*,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Coates, Albert
12745,1928-29,52512*,Mendelssohn,  Felix,HEBRIDES (FINGAL'S CAVE) OVERTURE, OP.26,Lange, Hans
12726,1928-29,51870*,Brahms,  Johannes,SYMPHONY NO. 1 IN C MINOR, OP. 68,Coates, Albert
12727,1928-29,7904*4,Strauss,  Johann,FLEDERMAUS, DIE,Coates, Albert
12730,1928-29,52446*,Beethoven,  Ludwig  van,SYMPHONY NO. 5 IN C MINOR, OP.67,Coates, Albert
12731,1928-29,50068*,Tchaikovsky,  Pyotr  Ilyich,SYMPHONY NO. 5, E MINOR,Coates, Albert
12732,1928-29,2819*,Schubert,  Franz,SYMPHONY NO. 8, B MINOR,Hoogstraten, Willem van
12733,1928-29,52512*,Mendelssohn,  Felix,HEBRIDES (FINGAL'S CAVE) OVERTURE, OP.26,Hoogstraten, Willem van
12734,1928-29,8957*1,Mozart,  Wolfgang  Amadeus,MARRIAGE OF FIGARO, THE,Hoogstraten, Willem van
12735,1928-29,9194*1,Smetana,  Bedrich,BARTERED BRIDE, THE,Hoogstraten, Willem van
12736,1928-29,50064*,Tchaikovsky,  Pyotr  Ilyich,SYMPHONY NO. 4, F MINOR,Mendoza, David
12552,1928-29,50064*,Tchaikovsky,  Pyotr  Ilyich,SYMPHONY NO. 4, F MINOR,Mendoza, David
12737,1928-29,430*,Bruckner,  Anton,SYMPHONY NO. 7, E MAJOR,Hoogstraten, Willem van
12739,1928-29,856*,Schubert,  Franz,ROSAMUNDE: OVERTURE, D.644,Hoogstraten, Willem van
12740,1928-29,3969*,Schubert,  Franz,SYMPHONY NO. 9, C MAJOR,Hoogstraten, Willem van
12741,1928-29,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Hoogstraten, Willem van
12742,1928-29,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Hoogstraten, Willem van
12743,1928-29,53078*,Schumann,  Robert,SYMPHONY NO. 4, D MINOR,Hoogstraten, Willem van
12744,1928-29,50070*,Tchaikovsky,  Pyotr  Ilyich,SYMPHONY NO. 6, B MINOR,Hoogstraten, Willem van
2641,1929-30,878*1,Schumann,  Robert,MANFRED, OP.115,Toscanini, Arturo
2643,1929-30,51701*1,Rossini,  Gioachino,ITALIANA IN ALGERI, L',Toscanini, Arturo
5979,1929-30,51306*10,Berlioz,  Hector,DAMNATION DE FAUST, LA,Schelling, Ernest
2652,1929-30,1220*1,Paer,  Ferdinando,SARGINO, IL,Toscanini, Arturo
2660,1929-30,51288*,Mozart,  Wolfgang  Amadeus,ADAGIO AND FUGUE, STRING QUARTET,Toscanini, Arturo
2665,1929-30,51328*,Berlioz,  Hector,HAROLD IN ITALY, OP.16,Toscanini, Arturo
3084,1929-30,51328*,Berlioz,  Hector,HAROLD IN ITALY, OP.16,Toscanini, Arturo
4449,1929-30,8957*1,Mozart,  Wolfgang  Amadeus,MARRIAGE OF FIGARO, THE,Schelling, Ernest
3094,1929-30,51328*,Berlioz,  Hector,HAROLD IN ITALY, OP.16,Toscanini, Arturo
3100,1929-30,51701*1,Rossini,  Gioachino,ITALIANA IN ALGERI, L',Toscanini, Arturo
3106,1929-30,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Toscanini, Arturo
3118,1929-30,53941*,Handel,  George  Frideric,CONCERTO GROSSO, OP. 6,Toscanini, Arturo
3119,1929-30,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Toscanini, Arturo
3126,1929-30,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Toscanini, Arturo
3129,1929-30,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Toscanini, Arturo
3135,1929-30,51870*,Brahms,  Johannes,SYMPHONY NO. 1 IN C MINOR, OP. 68,Mengelberg, Willem
2965,1929-30,9496*,Vivaldi,  Antonio,CONCERTO, VIOLIN,Schelling, Ernest
3512,1929-30,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Mengelberg, Willem
3533,1929-30,52429*,Beethoven,  Ludwig  van,SYMPHONY NO. 1 IN C MAJOR, OP.21,Mengelberg, Willem
7298,1929-30,1289*1,De Lamarter,  Eric,BETROTHAL, THE,Schelling, Ernest
3538,1929-30,51870*,Brahms,  Johannes,SYMPHONY NO. 1 IN C MINOR, OP. 68,Mengelberg, Willem
1396,1929-30,1289*1,De Lamarter,  Eric,BETROTHAL, THE,Schelling, Ernest
2913,1929-30,8955*1,Mozart,  Wolfgang  Amadeus,MAGIC FLUTE, THE,Lange, Hans
6132,1929-30,1867*,Bach,  Johann  Sebastian,SUITE NO. 3, D MAJOR,Mengelberg, Willem
6137,1929-30,51944*,Strauss,  Richard,DON JUAN, OP. 20,Mengelberg, Willem
13481,1929-30,51944*,Strauss,  Richard,DON JUAN, OP. 20,Mengelberg, Willem
13482,1929-30,51944*,Strauss,  Richard,DON JUAN, OP. 20,Mengelberg, Willem
6143,1929-30,743*,Bach,  Johann  Sebastian,CON., VIOLINS,Mengelberg, Willem
6150,1929-30,8955*1,Mozart,  Wolfgang  Amadeus,MAGIC FLUTE, THE,Mengelberg, Willem
6161,1929-30,1867*,Bach,  Johann  Sebastian,SUITE NO. 3, D MAJOR,Mengelberg, Willem
6164,1929-30,51944*,Strauss,  Richard,DON JUAN, OP. 20,Mengelberg, Willem
6169,1929-30,882*,Vivaldi,  Antonio,CONCERTO GROSSO, A MINOR,Molinari, Bernardino
5150,1929-30,53354*1,Nicolai,  Otto,MERRY WIVES OF WINDSOR, THE,Schelling, Ernest
6171,1929-30,882*,Vivaldi,  Antonio,CONCERTO GROSSO, A MINOR,Molinari, Bernardino
2141,1929-30,52446*1,Beethoven,  Ludwig  van,SYMPHONY NO. 5 IN C MINOR, OP.67,Schelling, Ernest
6541,1929-30,9498*,Handel,  George  Frideric,CONCERTO GROSSO, OP. 6,Molinari, Bernardino
6546,1929-30,9498*,Handel,  George  Frideric,CONCERTO GROSSO, OP. 6,Molinari, Bernardino
6565,1929-30,52512*,Mendelssohn,  Felix,HEBRIDES (FINGAL'S CAVE) OVERTURE, OP.26,Molinari, Bernardino
6572,1929-30,52512*,Mendelssohn,  Felix,HEBRIDES (FINGAL'S CAVE) OVERTURE, OP.26,Molinari, Bernardino
6578,1929-30,52512*,Mendelssohn,  Felix,HEBRIDES (FINGAL'S CAVE) OVERTURE, OP.26,Molinari, Bernardino
6582,1929-30,51654*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 38, D MAJOR,Toscanini, Arturo
6954,1929-30,51654*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 38, D MAJOR,Toscanini, Arturo
13483,1929-30,51654*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 38, D MAJOR,Toscanini, Arturo
13484,1929-30,51654*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 38, D MAJOR,Toscanini, Arturo
6955,1929-30,51701*1,Rossini,  Gioachino,ITALIANA IN ALGERI, L',Toscanini, Arturo
6485,1929-30,52446*3,Beethoven,  Ludwig  van,SYMPHONY NO. 5 IN C MINOR, OP.67,Schelling, Ernest
6958,1929-30,52453*,Beethoven,  Ludwig  van,SYMPHONY NO. 7 IN A MAJOR, OP.92,Toscanini, Arturo
6964,1929-30,50743*,Weber,  Carl  Maria Von,RULER OF THE SPIRITS: OVERTURE, OP. 27,Toscanini, Arturo
6969,1929-30,51701*1,Rossini,  Gioachino,ITALIANA IN ALGERI, L',Toscanini, Arturo
6972,1929-30,51715*1,Rossini,  Gioachino,SIGNOR BRUSCHINO, IL,Toscanini, Arturo
6487,1929-30,52446*1,Beethoven,  Ludwig  van,SYMPHONY NO. 5 IN C MINOR, OP.67,Schelling, Ernest
6975,1929-30,50564*,Wagner,  Richard,FAUST OVERTURE, WWV 59,Toscanini, Arturo
6492,1929-30,2451*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048 (ARR. Seiffert),Schelling, Ernest
17,1929-30,53072*,Schumann,  Robert,SYMPHONY NO. 3, E FLAT MAJOR,Toscanini, Arturo
29,1929-30,53072*,Schumann,  Robert,SYMPHONY NO. 3, E FLAT MAJOR,Toscanini, Arturo
33,1929-30,51872*,Brahms,  Johannes,SYMPHONY NO. 2 IN D MAJOR, OP. 73,Toscanini, Arturo
41,1929-30,51872*,Brahms,  Johannes,SYMPHONY NO. 2 IN D MAJOR, OP. 73,Toscanini, Arturo
49,1929-30,9007*15,Wagner,  Richard,MEISTERSINGER, DIE,Toscanini, Arturo
56,1929-30,1965*1,Cherubini,  Luigi,ANACRÉON, OU L’AMOUR FUGITIF,Toscanini, Arturo
4119,1929-30,52437*,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Toscanini, Arturo
4123,1929-30,52126*,Haydn,  Franz  Joseph,SYMPHONY NO. 101, D MAJOR (THE CLOCK),Toscanini, Arturo
4125,1929-30,50564*,Wagner,  Richard,FAUST OVERTURE, WWV 59,Toscanini, Arturo
4127,1929-30,51701*1,Rossini,  Gioachino,ITALIANA IN ALGERI, L',Toscanini, Arturo
4132,1929-30,50564*,Wagner,  Richard,FAUST OVERTURE, WWV 59,Toscanini, Arturo
4136,1929-30,51642*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 35, D MAJOR,Toscanini, Arturo
4137,1929-30,51701*1,Rossini,  Gioachino,ITALIANA IN ALGERI, L',Toscanini, Arturo
4138,1929-30,52437*,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Toscanini, Arturo
4143,1929-30,52126*,Haydn,  Franz  Joseph,SYMPHONY NO. 101, D MAJOR (THE CLOCK),Toscanini, Arturo
4149,1929-30,52126*,Haydn,  Franz  Joseph,SYMPHONY NO. 101, D MAJOR (THE CLOCK),Toscanini, Arturo
13485,1929-30,52126*,Haydn,  Franz  Joseph,SYMPHONY NO. 101, D MAJOR (THE CLOCK),Toscanini, Arturo
4155,1929-30,52437*,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Toscanini, Arturo
4159,1929-30,51701*1,Rossini,  Gioachino,ITALIANA IN ALGERI, L',Toscanini, Arturo
4164,1929-30,51701*1,Rossini,  Gioachino,ITALIANA IN ALGERI, L',Toscanini, Arturo
4171,1929-30,52437*,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Toscanini, Arturo
4177,1929-30,50743*,Weber,  Carl  Maria Von,RULER OF THE SPIRITS: OVERTURE, OP. 27,Toscanini, Arturo
4181,1929-30,52126*,Haydn,  Franz  Joseph,SYMPHONY NO. 101, D MAJOR (THE CLOCK),Toscanini, Arturo
4187,1929-30,52437*,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Toscanini, Arturo
4193,1929-30,52437*,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Toscanini, Arturo
1081,1929-30,51701*1,Rossini,  Gioachino,ITALIANA IN ALGERI, L',Toscanini, Arturo
1085,1929-30,52126*,Haydn,  Franz  Joseph,SYMPHONY NO. 101, D MAJOR (THE CLOCK),Toscanini, Arturo
1091,1929-30,52437*,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Toscanini, Arturo
12681,1929-30,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Hoogstraten, Willem van
12643,1929-30,5801*1,Mendelssohn,  Felix,MIDSUMMER NIGHT'S DREAM, OP. 61,Hoogstraten, Willem van
12645,1929-30,51660*,Rimsky-Korsakov,  Nikolai,RUSSIAN EASTER OVERTURE, OP. 36,Hoogstraten, Willem van
12682,1929-30,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Hoogstraten, Willem van
12683,1929-30,50070*,Tchaikovsky,  Pyotr  Ilyich,SYMPHONY NO. 6, B MINOR,Hoogstraten, Willem van
12684,1929-30,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Hoogstraten, Willem van
12647,1929-30,2819*,Schubert,  Franz,SYMPHONY NO. 8, B MINOR,Hoogstraten, Willem van
12648,1929-30,9194*1,Smetana,  Bedrich,BARTERED BRIDE, THE,Hoogstraten, Willem van
12649,1929-30,52437*,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Hoogstraten, Willem van
12685,1929-30,8957*1,Mozart,  Wolfgang  Amadeus,MARRIAGE OF FIGARO, THE,Hoogstraten, Willem van
12686,1929-30,51807*,Brahms,  Johannes,ACADEMIC FESTIVAL OVERTURE, OP.80,Hoogstraten, Willem van
12651,1929-30,8957*1,Mozart,  Wolfgang  Amadeus,MARRIAGE OF FIGARO, THE,Lange, Hans
12652,1929-30,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Hoogstraten, Willem van
12687,1929-30,52512*,Mendelssohn,  Felix,HEBRIDES (FINGAL'S CAVE) OVERTURE, OP.26,Hoogstraten, Willem van
12688,1929-30,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Hoogstraten, Willem van
12654,1929-30,53215*,Dvorak,  Antonín,CARNIVAL OVERTURE, OP.92,Coates, Albert
12655,1929-30,9003*6,Wagner,  Richard,TANNHAUSER, WWV 70,Coates, Albert
12656,1929-30,9007*17,Wagner,  Richard,MEISTERSINGER, DIE,Coates, Albert
12690,1929-30,51884*,Brahms,  Johannes,SYMPHONY NO. 4 IN E MINOR, OP. 98,Coates, Albert
12661,1929-30,1863*,Bach,  Johann  Sebastian,PASSACAGLIA & FUGUE, C MINOR,Coates, Albert
12662,1929-30,8868*1,Wagner,  Richard,FLIEGENDE HOLLANDER [HOLLÄNDER], DER,Coates, Albert
12691,1929-30,52453*,Beethoven,  Ludwig  van,SYMPHONY NO. 7 IN A MAJOR, OP.92,Coates, Albert
12663,1929-30,51870*,Brahms,  Johannes,SYMPHONY NO. 1 IN C MINOR, OP. 68,Coates, Albert
12664,1929-30,11417*,Unspecified,,BUDDHIST FESTIVAL, A (BY NATIVE AIRS) (ARR. Unspecified),Lange, Hans
12666,1929-30,11417*,Unspecified,,BUDDHIST FESTIVAL, A (BY NATIVE AIRS) (ARR. Unspecified),Lange, Hans
12667,1929-30,50064*,Tchaikovsky,  Pyotr  Ilyich,SYMPHONY NO. 4, F MINOR,Coates, Albert
12668,1929-30,50301*,Elgar,  Sir  Edward,POMP AND CIRCUMSTANCE NO. 1, D MAJOR,Coates, Albert
12669,1929-30,2331*,Rimsky-Korsakov,  Nikolai,SCHEHERAZADE, OP. 35,Coates, Albert
12671,1929-30,52453*,Beethoven,  Ludwig  van,SYMPHONY NO. 7 IN A MAJOR, OP.92,Hoogstraten, Willem van
12672,1929-30,53354*1,Nicolai,  Otto,MERRY WIVES OF WINDSOR, THE,Hoogstraten, Willem van
12673,1929-30,1551*,Bruckner,  Anton,SYMPHONY NO. 8, C MINOR,Hoogstraten, Willem van
12675,1929-30,53068*,Schumann,  Robert,SYMPHONY NO. 1 IN B FLAT MAJOR, OP.38 (SPRING),Hoogstraten, Willem van
12695,1929-30,1886*,Bach,  Johann  Sebastian,SUITE NO. 2,  B MINOR,Hoogstraten, Willem van
12676,1929-30,2877*,Dvorak,  Antonín,SYMPHONY NO. 9, E MINOR,Hoogstraten, Willem van
12677,1929-30,9000*1,Wagner,  Richard,RIENZI, WWV 49,Hoogstraten, Willem van
12679,1929-30,52512*,Mendelssohn,  Felix,HEBRIDES (FINGAL'S CAVE) OVERTURE, OP.26,Hoogstraten, Willem van
12680,1929-30,9003*6,Wagner,  Richard,TANNHAUSER, WWV 70,Hoogstraten, Willem van
1232,1930-31,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Kleiber, Erich
1238,1930-31,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Kleiber, Erich
1242,1930-31,1032*,Goldmark,  Karl,IN THE SPRING, OP. 36,Kleiber, Erich
1246,1930-31,1032*,Goldmark,  Karl,IN THE SPRING, OP. 36,Kleiber, Erich
1259,1930-31,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Kleiber, Erich
1262,1930-31,1048*,Lopatnikoff,  Nikolai,INTRODUCTION AND SCHERZO, OP. 10,Kleiber, Erich
955,1930-31,2451*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048 (ARR. Seiffert),Schelling, Ernest
1271,1930-31,1048*,Lopatnikoff,  Nikolai,INTRODUCTION AND SCHERZO, OP. 10,Kleiber, Erich
1274,1930-31,3846*,Strauss,  Richard,ALPINE SYMPHONY, OP. 64,Kleiber, Erich
5346,1930-31,52429*,Beethoven,  Ludwig  van,SYMPHONY NO. 1 IN C MAJOR, OP.21,Schelling, Ernest
1683,1930-31,1052*,Wagner,  Richard,CHRISTOPHER COLUMBUS, WWV 37: OVERTURE,Kleiber, Erich
1687,1930-31,1048*,Lopatnikoff,  Nikolai,INTRODUCTION AND SCHERZO, OP. 10,Kleiber, Erich
1692,1930-31,1056*,Krenek,  Ernst,LITTLE SYMPHONY, OP. 58,Kleiber, Erich
1696,1930-31,9087*,Bach,  Johann  Sebastian,CANTATA NO.  62: CHORALE," NUN KOMM' DER HEIDEN HEILAND"  (ARR. Respighi),Toscanini, Arturo
