programID,season,workID,composerLastName,composerFirstName,workTitle,OpusNumber,conductorLastName,conductorFirstName
2919,1926-27,9194*1,Smetana,  Bedrich,BARTERED BRIDE, THE,Georgesco, Georges
8852,1926-27,1867*,Bach,  Johann  Sebastian,SUITE NO. 3, D MAJOR,Klemperer, Otto
4811,1926-27,1867*1,Bach,  Johann  Sebastian,SUITE NO. 3, D MAJOR,Schelling, Ernest
2928,1926-27,9194*1,Smetana,  Bedrich,BARTERED BRIDE, THE,Georgesco, Georges
3340,1926-27,52437*,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Toscanini, Arturo
5250,1926-27,2978*,Schubert,  Franz,MARCHE MILITAIRE, D.733 (ARR. Unspecified),Schelling, Ernest
3344,1926-27,52429*,Beethoven,  Ludwig  van,SYMPHONY NO. 1 IN C MAJOR, OP.21,Toscanini, Arturo
8853,1926-27,9007*17,Wagner,  Richard,MEISTERSINGER, DIE,Klemperer, Otto
8854,1926-27,53917*,Handel,  George  Frideric,CONCERTO GROSSO, OP. 6,Klemperer, Otto
3349,1926-27,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Furtwaengler [Furtwängler], Wilhelm
10268,1926-27,51807*,Brahms,  Johannes,ACADEMIC FESTIVAL OVERTURE, OP.80,Klemperer, Otto
3355,1926-27,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Furtwaengler [Furtwängler], Wilhelm
3358,1926-27,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Furtwaengler [Furtwängler], Wilhelm
8855,1926-27,53917*,Handel,  George  Frideric,CONCERTO GROSSO, OP. 6,Klemperer, Otto
3376,1926-27,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Furtwaengler [Furtwängler], Wilhelm
8858,1926-27,3167*1,Beethoven,  Ludwig  van,KING STEPHEN, OP. 117,Klemperer, Otto
3379,1926-27,52575*,Mendelssohn,  Felix,SYMPHONY NO. 3, A MINOR,Furtwaengler [Furtwängler], Wilhelm
10269,1926-27,2877*,Dvorak,  Antonín,SYMPHONY NO. 9, E MINOR,Pollain, Rene
3384,1926-27,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Furtwaengler [Furtwängler], Wilhelm
3758,1926-27,2451*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048 (ARR. Seiffert),Furtwaengler [Furtwängler], Wilhelm
8859,1926-27,51664*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 40, G MINOR,Klemperer, Otto
3764,1926-27,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Furtwaengler [Furtwängler], Wilhelm
5473,1926-27,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Furtwaengler [Furtwängler], Wilhelm
5478,1926-27,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Furtwaengler [Furtwängler], Wilhelm
13457,1926-27,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Furtwaengler [Furtwängler], Wilhelm
8860,1926-27,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Busch, Fritz
13458,1926-27,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Furtwaengler [Furtwängler], Wilhelm
5484,1926-27,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Furtwaengler [Furtwängler], Wilhelm
13459,1926-27,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Furtwaengler [Furtwängler], Wilhelm
3774,1926-27,2039*,Braunfels,  Walter,DON JUAN, OP. 34,Furtwaengler [Furtwängler], Wilhelm
8861,1926-27,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Busch, Fritz
5687,1926-27,50301*,Elgar,  Sir  Edward,POMP AND CIRCUMSTANCE NO. 1, D MAJOR,Schelling, Ernest
3781,1926-27,2451*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048 (ARR. Seiffert),Furtwaengler [Furtwängler], Wilhelm
3787,1926-27,2451*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048 (ARR. Seiffert),Furtwaengler [Furtwängler], Wilhelm
8862,1926-27,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Busch, Fritz
3793,1926-27,2046*,Beethoven,  Ludwig  van,GROSSE FUGE, OP. 133 (ARR. Furtwangler [Furtwängler]),Furtwaengler [Furtwängler], Wilhelm
3797,1926-27,51944*,Strauss,  Richard,DON JUAN, OP. 20,Furtwaengler [Furtwängler], Wilhelm
5259,1926-27,51944*,Strauss,  Richard,DON JUAN, OP. 20,Furtwaengler [Furtwängler], Wilhelm
5263,1926-27,51812*,Brahms,  Johannes,REQUIEM, DEUTSCHES,Furtwaengler [Furtwängler], Wilhelm
7937,1926-27,2039*,Braunfels,  Walter,DON JUAN, OP. 34,Furtwaengler [Furtwängler], Wilhelm
10034,1926-27,51812*,Brahms,  Johannes,REQUIEM, DEUTSCHES,Furtwaengler [Furtwängler], Wilhelm
6135,1926-27,1867*2,Bach,  Johann  Sebastian,SUITE NO. 3, D MAJOR,Schelling, Ernest
6142,1926-27,8957*1,Mozart,  Wolfgang  Amadeus,MARRIAGE OF FIGARO, THE,Schelling, Ernest
8867,1926-27,1006*,Beethoven,  Ludwig  van,NATURES PRAISE, SONGS,Damrosch, Walter
10270,1926-27,1006*,Beethoven,  Ludwig  van,NATURES PRAISE, SONGS,Damrosch, Walter
10271,1926-27,50152*1,Bach,  Johann  Sebastian,MASS IN B MINOR, BWV 232,Stoessel, Albert
12795,1926-27,51944*,Strauss,  Richard,DON JUAN, OP. 20,Hoogstraten, Willem van
12797,1926-27,51289*,Mozart,  Wolfgang  Amadeus,SERENADE, STRINGS,Hoogstraten, Willem van
12798,1926-27,52429*,Beethoven,  Ludwig  van,SYMPHONY NO. 1 IN C MAJOR, OP.21,Hoogstraten, Willem van
12799,1926-27,50070*,Tchaikovsky,  Pyotr  Ilyich,SYMPHONY NO. 6, B MINOR,Hoogstraten, Willem van
12801,1926-27,2877*,Dvorak,  Antonín,SYMPHONY NO. 9, E MINOR,Hoogstraten, Willem van
12802,1926-27,52453*,Beethoven,  Ludwig  van,SYMPHONY NO. 7 IN A MAJOR, OP.92,Hoogstraten, Willem van
12803,1926-27,6709*16,Weber,  Carl  Maria Von,FREISCHUTZ, DER,Hoogstraten, Willem van
12804,1926-27,9000*1,Wagner,  Richard,RIENZI, WWV 49,Hoogstraten, Willem van
12806,1926-27,50068*,Tchaikovsky,  Pyotr  Ilyich,SYMPHONY NO. 5, E MINOR,Hoogstraten, Willem van
12807,1926-27,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Hoogstraten, Willem van
12808,1926-27,856*,Schubert,  Franz,ROSAMUNDE: OVERTURE, D.644,Hoogstraten, Willem van
12809,1926-27,52575*,Mendelssohn,  Felix,SYMPHONY NO. 3, A MINOR,Hoogstraten, Willem van
12810,1926-27,51668*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 41, C MAJOR,Hoogstraten, Willem van
12811,1926-27,52434*,Beethoven,  Ludwig  van,SYMPHONY NO. 2 IN D MAJOR, OP.36,Hoogstraten, Willem van
12813,1926-27,51954*,Strauss,  Richard,HELDENLEBEN, EIN,Hoogstraten, Willem van
12814,1926-27,51807*,Brahms,  Johannes,ACADEMIC FESTIVAL OVERTURE, OP.80,Stock, Frederick
12816,1926-27,51490*1,Bizet,  Georges,PATRIE, LA,Stock, Frederick
12817,1926-27,1867*,Bach,  Johann  Sebastian,SUITE NO. 3, D MAJOR,Stock, Frederick
12821,1926-27,50057*,Tchaikovsky,  Pyotr  Ilyich,SYMPHONY NO. 2, C MINOR,Stock, Frederick
12824,1926-27,5446*,Sinding,  Christian,RONDO INFINITO, OP. 42,Stock, Frederick
12825,1926-27,53068*,Schumann,  Robert,SYMPHONY NO. 1 IN B FLAT MAJOR, OP.38 (SPRING),Stock, Frederick
12826,1926-27,52506*,Mendelssohn,  Felix,ELIJAH, OP.70,Stock, Frederick
12846,1926-27,52506*,Mendelssohn,  Felix,ELIJAH, OP.70,Stock, Frederick
12828,1926-27,9187*1,Weber,  Carl  Maria Von,EURYANTHE, OP. 81,Monteux, Pierre
12830,1926-27,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Monteux, Pierre
12831,1926-27,8849*2,Mozart,  Wolfgang  Amadeus,DON GIOVANNI, K.527,Monteux, Pierre
12832,1926-27,50964*1,Lalo,  Edouard,ROI D'YS, LE,Monteux, Pierre
12833,1926-27,50336*,Franck,  César,CHASSEUR MAUDIT, LE,Monteux, Pierre
12834,1926-27,5801*1,Mendelssohn,  Felix,MIDSUMMER NIGHT'S DREAM, OP. 61,Volpe, Arnold
12847,1926-27,2819*,Schubert,  Franz,SYMPHONY NO. 8, B MINOR,Hoogstraten, Willem van
12835,1926-27,8957*1,Mozart,  Wolfgang  Amadeus,MARRIAGE OF FIGARO, THE,Hoogstraten, Willem van
12836,1926-27,52364*1,Beethoven,  Ludwig  van,EGMONT, OP.84,Hoogstraten, Willem van
12837,1926-27,52437*,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Hoogstraten, Willem van
12838,1926-27,9187*1,Weber,  Carl  Maria Von,EURYANTHE, OP. 81,Hoogstraten, Willem van
12839,1926-27,52550*,Mendelssohn,  Felix,RUY BLAS, OP.95: OVERTURE,Hoogstraten, Willem van
12840,1926-27,398*,Brahms,  Johannes,TRAGIC OVERTURE, OP. 81,Hoogstraten, Willem van
12841,1926-27,51880*,Brahms,  Johannes,SYMPHONY NO. 3 IN F MAJOR, OP. 90,Hoogstraten, Willem van
12842,1926-27,7413*,Powell,  John,OVERTURE, IN OLD VIRGINIA,Hoogstraten, Willem van
12845,1926-27,9007*17,Wagner,  Richard,MEISTERSINGER, DIE,Hoogstraten, Willem van
5436,1927-28,1731*,Vivaldi,  Antonio,CONCERTO GROSSO, A MINOR,Mengelberg, Willem
5441,1927-28,1731*,Vivaldi,  Antonio,CONCERTO GROSSO, A MINOR,Mengelberg, Willem
5447,1927-28,52854*,Gluck,  Christoph  Willibald,AIRS DE BALLET, SUITE NO. 2 (FROM VARIOUS OPERAS) (ARR. Gevaert),Mengelberg, Willem
8868,1927-28,52440*,Beethoven,  Ludwig  van,SYMPHONY NO. 4 IN B FLAT MAJOR, OP.60,Busch, Fritz
5452,1927-28,2979*,Schelling,  Ernest,VICTORY BALL, A,Mengelberg, Willem
5457,1927-28,2979*,Schelling,  Ernest,VICTORY BALL, A,Mengelberg, Willem
8869,1927-28,53320*,Dvorak,  Antonín,SYMPHONIC VARIATIONS, OP.78,Busch, Fritz
10240,1927-28,856*,Schubert,  Franz,ROSAMUNDE: OVERTURE, D.644,Damrosch, Walter
7134,1927-28,1731*,Vivaldi,  Antonio,CONCERTO GROSSO, A MINOR,Mengelberg, Willem
8870,1927-28,53320*,Dvorak,  Antonín,SYMPHONIC VARIATIONS, OP.78,Busch, Fritz
179,1927-28,1731*,Vivaldi,  Antonio,CONCERTO GROSSO, A MINOR,Mengelberg, Willem
13467,1927-28,1731*,Vivaldi,  Antonio,CONCERTO GROSSO, A MINOR,Mengelberg, Willem
183,1927-28,1731*,Vivaldi,  Antonio,CONCERTO GROSSO, A MINOR,Mengelberg, Willem
10241,1927-28,52437*1,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Damrosch, Walter
5864,1927-28,50564*,Wagner,  Richard,FAUST OVERTURE, WWV 59,Mengelberg, Willem
185,1927-28,1731*,Vivaldi,  Antonio,CONCERTO GROSSO, A MINOR,Mengelberg, Willem
190,1927-28,1731*,Vivaldi,  Antonio,CONCERTO GROSSO, A MINOR,Mengelberg, Willem
192,1927-28,1731*,Vivaldi,  Antonio,CONCERTO GROSSO, A MINOR,Mengelberg, Willem
13468,1927-28,1731*,Vivaldi,  Antonio,CONCERTO GROSSO, A MINOR,Mengelberg, Willem
8872,1927-28,9007*17,Wagner,  Richard,MEISTERSINGER, DIE,Busch, Fritz
197,1927-28,1731*,Vivaldi,  Antonio,CONCERTO GROSSO, A MINOR,Mengelberg, Willem
10242,1927-28,50340*4,Glazunov,  Alexander,SYMPHONY NO. 5, B FLAT,Damrosch, Walter
5877,1927-28,53120*,Roussel,  Albert,SUITE IN F, OP. 33,Mengelberg, Willem
8873,1927-28,4921*,Reger,  Max,FOUR TONE POEMS AFTER BOCKLIN, OP. 128,Busch, Fritz
12599,1927-28,3252*,Elgar,  Sir  Edward,CONCERTO, VIOLIN,Auer, Leopold
5885,1927-28,53120*,Roussel,  Albert,SUITE IN F, OP. 33,Mengelberg, Willem
5894,1927-28,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Mengelberg, Willem
5902,1927-28,52132*,Haydn,  Franz  Joseph,SYMPHONY NO. 103, E FLAT MAJOR (DRUMROLL),Mengelberg, Willem
5919,1927-28,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Mengelberg, Willem
8875,1927-28,52456*,Beethoven,  Ludwig  van,SYMPHONY NO. 8 IN F MAJOR, OP.93,Busch, Fritz
6290,1927-28,52095*,Bruckner,  Anton,SYMPHONY NO. 9, D MINOR,Mengelberg, Willem
10244,1927-28,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Damrosch, Walter
8876,1927-28,52456*,Beethoven,  Ludwig  van,SYMPHONY NO. 8 IN F MAJOR, OP.93,Busch, Fritz
6293,1927-28,9194*1,Smetana,  Bedrich,BARTERED BRIDE, THE,Mengelberg, Willem
6297,1927-28,9194*1,Smetana,  Bedrich,BARTERED BRIDE, THE,Mengelberg, Willem
8877,1927-28,1930*1,Holst,  Gustav,PLANETS, THE,Busch, Fritz
10246,1927-28,10172*,Bach,  Johann  Sebastian,FESTIVAL PRELUDE, A (CHOR+ORCH) (ARR. Stoessel),Stoessel, Albert
10245,1927-28,53078*2,Schumann,  Robert,SYMPHONY NO. 4, D MINOR,Damrosch, Walter
6302,1927-28,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Mengelberg, Willem
6311,1927-28,50247*,Brahms,  Johannes,CONCERTO, VIOLIN AND CELLO,Mengelberg, Willem
6316,1927-28,9194*1,Smetana,  Bedrich,BARTERED BRIDE, THE,Mengelberg, Willem
6328,1927-28,52431*,Corelli,  Arcangelo,CONCERTO GROSSO, OP.6,Mengelberg, Willem
3201,1927-28,9194*1,Smetana,  Bedrich,BARTERED BRIDE, THE,Mengelberg, Willem
10249,1927-28,9267*,Schubert,  Franz,MARCHE MILITAIRE, D.733 (ORCH) (ARR. Damrosch),Damrosch, Walter
3214,1927-28,9194*1,Smetana,  Bedrich,BARTERED BRIDE, THE,Mengelberg, Willem
8883,1927-28,2072*,Elgar,  Sir  Edward,COCKAIGNE, OP.40,Busch, Fritz
1495,1927-28,51648*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 36, C MAJOR,Beecham, Thomas
1503,1927-28,52454*,Corelli,  Arcangelo,SUITE, STRING ORCHESTRA (ARR. Pinelli),Molinari, Bernardino
7925,1927-28,2068*,Beethoven,  Ludwig  van,CONCERTO, VIOLIN,Molinari, Bernardino
8885,1927-28,52111*,Haydn,  Franz  Joseph,SYMPHONY NO.  97, C MAJOR,Gabrilowitsch, Ossip
10250,1927-28,2819*,Schubert,  Franz,SYMPHONY NO. 8, B MINOR,Damrosch, Walter
3438,1927-28,8957*1,Mozart,  Wolfgang  Amadeus,MARRIAGE OF FIGARO, THE,Schelling, Ernest
1518,1927-28,52327*,Sinigaglia,  Leone,BARUFFE CHIOZZOTTE, LE,Toscanini, Arturo
1945,1927-28,51628*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 32 (OVERTURE), G MAJOR,Toscanini, Arturo
3861,1927-28,5801*2,Mendelssohn,  Felix,MIDSUMMER NIGHT'S DREAM, OP. 61,Schelling, Ernest
1952,1927-28,2964*,Vivaldi,  Antonio,CONCERTO, VIOLIN,Toscanini, Arturo
10251,1927-28,53215*,Dvorak,  Antonín,CARNIVAL OVERTURE, OP.92,Damrosch, Walter
1959,1927-28,52327*,Sinigaglia,  Leone,BARUFFE CHIOZZOTTE, LE,Toscanini, Arturo
1966,1927-28,52327*,Sinigaglia,  Leone,BARUFFE CHIOZZOTTE, LE,Toscanini, Arturo
8890,1927-28,51872*,Brahms,  Johannes,SYMPHONY NO. 2 IN D MAJOR, OP. 73,Damrosch, Walter
1971,1927-28,51628*,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 32 (OVERTURE), G MAJOR,Toscanini, Arturo
8965,1927-28,51872*,Brahms,  Johannes,SYMPHONY NO. 2 IN D MAJOR, OP. 73,Damrosch, Walter
1983,1927-28,2964*,Vivaldi,  Antonio,CONCERTO, VIOLIN,Toscanini, Arturo
1985,1927-28,52076*,Haydn,  Franz  Joseph,SYMPHONY NO.  88, G MAJOR,Toscanini, Arturo
1993,1927-28,5801*1,Mendelssohn,  Felix,MIDSUMMER NIGHT'S DREAM, OP. 61,Toscanini, Arturo
8891,1927-28,9004*1,Wagner,  Richard,TRISTAN UND ISOLDE, WWV 90,Goossens, Eugene
10252,1927-28,51807*,Brahms,  Johannes,ACADEMIC FESTIVAL OVERTURE, OP.80,Goossens, Eugene
1998,1927-28,52076*,Haydn,  Franz  Joseph,SYMPHONY NO.  88, G MAJOR,Toscanini, Arturo
1771,1927-28,1965*1,Cherubini,  Luigi,ANACRÉON, OU L’AMOUR FUGITIF,Toscanini, Arturo
2378,1927-28,51682*1,Rossini,  Gioachino,BARBIERE DI SIVIGLIA, IL (THE BARBER OF SEVILLE),Toscanini, Arturo
4309,1927-28,2978*,Schubert,  Franz,MARCHE MILITAIRE, D.733 (ARR. Unspecified),Schelling, Ernest
2383,1927-28,51682*1,Rossini,  Gioachino,BARBIERE DI SIVIGLIA, IL (THE BARBER OF SEVILLE),Toscanini, Arturo
8893,1927-28,2889*2,Rimsky-Korsakov,  Nikolai,COQ D'OR, LE: OPERA,Rodzinski, Artur
4097,1927-28,51682*1,Rossini,  Gioachino,BARBIERE DI SIVIGLIA, IL (THE BARBER OF SEVILLE),Toscanini, Arturo
13469,1927-28,51682*1,Rossini,  Gioachino,BARBIERE DI SIVIGLIA, IL (THE BARBER OF SEVILLE),Toscanini, Arturo
4102,1927-28,51682*1,Rossini,  Gioachino,BARBIERE DI SIVIGLIA, IL (THE BARBER OF SEVILLE),Toscanini, Arturo
8894,1927-28,51602*,Ravel,  Maurice,TOMBEAU DE COUPERIN, LE,Ravel, Maurice
13470,1927-28,51682*1,Rossini,  Gioachino,BARBIERE DI SIVIGLIA, IL (THE BARBER OF SEVILLE),Toscanini, Arturo
4106,1927-28,51682*1,Rossini,  Gioachino,BARBIERE DI SIVIGLIA, IL (THE BARBER OF SEVILLE),Toscanini, Arturo
4109,1927-28,52076*,Haydn,  Franz  Joseph,SYMPHONY NO.  88, G MAJOR,Toscanini, Arturo
2387,1927-28,51682*1,Rossini,  Gioachino,BARBIERE DI SIVIGLIA, IL (THE BARBER OF SEVILLE),Toscanini, Arturo
8895,1927-28,51870*,Brahms,  Johannes,SYMPHONY NO. 1 IN C MINOR, OP. 68,Fried, Oscar
4313,1927-28,51664*1,Mozart,  Wolfgang  Amadeus,SYMPHONY NO. 40, G MINOR,Schelling, Ernest
2396,1927-28,51682*1,Rossini,  Gioachino,BARBIERE DI SIVIGLIA, IL (THE BARBER OF SEVILLE),Toscanini, Arturo
2404,1927-28,1965*1,Cherubini,  Luigi,ANACRÉON, OU L’AMOUR FUGITIF,Toscanini, Arturo
8896,1927-28,2451*,Bach,  Johann  Sebastian,BRANDENBURG CONCERTO NO. 3 IN G MAJOR, BWV 1048 (ARR. Seiffert),Fernandez Arbos, Enrique
2414,1927-28,51682*1,Rossini,  Gioachino,BARBIERE DI SIVIGLIA, IL (THE BARBER OF SEVILLE),Toscanini, Arturo
2420,1927-28,948*12,Bach,  Johann  Sebastian,CHRISTMAS ORATORIO, CANTATAS 1 - 3,Toscanini, Arturo
8897,1927-28,52076*,Haydn,  Franz  Joseph,SYMPHONY NO.  88, G MAJOR,Fernandez Arbos, Enrique
6180,1927-28,948*12,Bach,  Johann  Sebastian,CHRISTMAS ORATORIO, CANTATAS 1 - 3,Toscanini, Arturo
10253,1927-28,52076*,Haydn,  Franz  Joseph,SYMPHONY NO.  88, G MAJOR,Fernandez Arbos, Enrique
4731,1927-28,8957*1,Mozart,  Wolfgang  Amadeus,MARRIAGE OF FIGARO, THE,Schelling, Ernest
4738,1927-28,52446*1,Beethoven,  Ludwig  van,SYMPHONY NO. 5 IN C MINOR, OP.67,Schelling, Ernest
4763,1927-28,2978*,Schubert,  Franz,MARCHE MILITAIRE, D.733 (ARR. Unspecified),Schelling, Ernest
4776,1927-28,8957*1,Mozart,  Wolfgang  Amadeus,MARRIAGE OF FIGARO, THE,Schelling, Ernest
4755,1927-28,2978*,Schubert,  Franz,MARCHE MILITAIRE, D.733 (ARR. Unspecified),Schelling, Ernest
5173,1927-28,52446*1,Beethoven,  Ludwig  van,SYMPHONY NO. 5 IN C MINOR, OP.67,Schelling, Ernest
12746,1927-28,9007*17,Wagner,  Richard,MEISTERSINGER, DIE,Hoogstraten, Willem van
12747,1927-28,8957*1,Mozart,  Wolfgang  Amadeus,MARRIAGE OF FIGARO, THE,Hoogstraten, Willem van
12750,1927-28,50070*,Tchaikovsky,  Pyotr  Ilyich,SYMPHONY NO. 6, B MINOR,Hoogstraten, Willem van
12751,1927-28,51880*,Brahms,  Johannes,SYMPHONY NO. 3 IN F MAJOR, OP. 90,Hoogstraten, Willem van
12753,1927-28,52446*,Beethoven,  Ludwig  van,SYMPHONY NO. 5 IN C MINOR, OP.67,Hoogstraten, Willem van
12754,1927-28,9194*1,Smetana,  Bedrich,BARTERED BRIDE, THE,Hoogstraten, Willem van
12756,1927-28,51807*,Brahms,  Johannes,ACADEMIC FESTIVAL OVERTURE, OP.80,Hoogstraten, Willem van
12757,1927-28,51682*1,Rossini,  Gioachino,BARBIERE DI SIVIGLIA, IL (THE BARBER OF SEVILLE),Hoogstraten, Willem van
12758,1927-28,52389*,Beethoven,  Ludwig  van,LEONORE OVERTURE NO. 3, OP. 72B,Hoogstraten, Willem van
12759,1927-28,1824*1,Strauss,  Richard,FEUERSNOT, OP. 50,Hoogstraten, Willem van
12760,1927-28,1181*,Bruckner,  Anton,SYMPHONY NO. 4, E FLAT MAJOR (ROMANTIC),Hoogstraten, Willem van
12761,1927-28,52512*,Mendelssohn,  Felix,HEBRIDES (FINGAL'S CAVE) OVERTURE, OP.26,Hoogstraten, Willem van
12762,1927-28,856*,Schubert,  Franz,ROSAMUNDE: OVERTURE, D.644,Hoogstraten, Willem van
12763,1927-28,9187*1,Weber,  Carl  Maria Von,EURYANTHE, OP. 81,Hoogstraten, Willem van
12764,1927-28,2331*,Rimsky-Korsakov,  Nikolai,SCHEHERAZADE, OP. 35,Hoogstraten, Willem van
12765,1927-28,50025*,Tchaikovsky,  Pyotr  Ilyich,ROMEO AND JULIET, FANTASY-OVERTURE,Hoogstraten, Willem van
12766,1927-28,51884*,Brahms,  Johannes,SYMPHONY NO. 4 IN E MINOR, OP. 98,Coates, Albert
12767,1927-28,9003*7,Wagner,  Richard,TANNHAUSER, WWV 70,Hoogstraten, Willem van
12769,1927-28,2331*,Rimsky-Korsakov,  Nikolai,SCHEHERAZADE, OP. 35,Coates, Albert
12771,1927-28,2889*2,Rimsky-Korsakov,  Nikolai,COQ D'OR, LE: OPERA,Coates, Albert
12773,1927-28,51872*,Brahms,  Johannes,SYMPHONY NO. 2 IN D MAJOR, OP. 73,Molinari, Bernardino
12774,1927-28,52512*,Mendelssohn,  Felix,HEBRIDES (FINGAL'S CAVE) OVERTURE, OP.26,Coates, Albert
12775,1927-28,9194*1,Smetana,  Bedrich,BARTERED BRIDE, THE,Molinari, Bernardino
12776,1927-28,2877*,Dvorak,  Antonín,SYMPHONY NO. 9, E MINOR,Molinari, Bernardino
12777,1927-28,9496*,Vivaldi,  Antonio,CONCERTO, VIOLIN,Molinari, Bernardino
12778,1927-28,52437*,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Molinari, Bernardino
12779,1927-28,11467*,Vivaldi,  Antonio,CONCERTO, VIOLIN,Molinari, Bernardino
12784,1927-28,11469*,Corelli,  Arcangelo,SUITE, STRING ORCHESTRA (ARR. Pinelli),Molinari, Bernardino
12780,1927-28,52577*,Mendelssohn,  Felix,SYMPHONY NO. 4, A MAJOR,Molinari, Bernardino
12782,1927-28,51289*,Mozart,  Wolfgang  Amadeus,SERENADE, STRINGS,Molinari, Bernardino
12783,1927-28,50389*1,Verdi,  Giuseppe,VESPRI SICILIANI, I,Molinari, Bernardino
12785,1927-28,52446*,Beethoven,  Ludwig  van,SYMPHONY NO. 5 IN C MINOR, OP.67,Molinari, Bernardino
12786,1927-28,856*,Schubert,  Franz,ROSAMUNDE: OVERTURE, D.644,Hoogstraten, Willem van
12787,1927-28,52437*,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Hoogstraten, Willem van
12957,1927-28,53354*1,Nicolai,  Otto,MERRY WIVES OF WINDSOR, THE,Hoogstraten, Willem van
12958,1927-28,50789*,Kalinnikov,  Vassili,SYMPHONY NO. 1, G MINOR,Hoogstraten, Willem van
12959,1927-28,11560*6,Sinding,  Christian,SECHS STUCKE, OP. 31 (ARR. Unspecified),Harris, Graham
12960,1927-28,8957*1,Mozart,  Wolfgang  Amadeus,MARRIAGE OF FIGARO, THE,Hoogstraten, Willem van
12788,1927-28,52434*,Beethoven,  Ludwig  van,SYMPHONY NO. 2 IN D MAJOR, OP.36,Hoogstraten, Willem van
12790,1927-28,50509*,Goldmark,  Karl,SAKUNTALA OVERTURE, OP. 13,Hoogstraten, Willem van
12792,1927-28,2331*,Rimsky-Korsakov,  Nikolai,SCHEHERAZADE, OP. 35,Hoogstraten, Willem van
12793,1927-28,53078*,Schumann,  Robert,SYMPHONY NO. 4, D MINOR,Hoogstraten, Willem van
12794,1927-28,50014*,Tchaikovsky,  Pyotr  Ilyich,NUTCRACKER, THE: SUITE,Hoogstraten, Willem van
4031,1928-29,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Mengelberg, Willem
4036,1928-29,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Mengelberg, Willem
6001,1928-29,1032*,Goldmark,  Karl,IN THE SPRING, OP. 36,Damrosch, Walter
4070,1928-29,1032*,Goldmark,  Karl,IN THE SPRING, OP. 36,Damrosch, Walter
4079,1928-29,52437*,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Damrosch, Walter
6008,1928-29,52361*,Beethoven,  Ludwig  van,CORIOLAN OVERTURE, OP. 62,Damrosch, Walter
4089,1928-29,52437*,Beethoven,  Ludwig  van,SYMPHONY NO. 3 IN E FLAT MAJOR, OP. 55 (EROICA),Damrosch, Walter
4482,1928-29,51370*,Berlioz,  Hector,SYMPHONIE FANTASTIQUE, OP.14,Mengelberg, Willem
6394,1928-29,5168*2,Raff,  Joachim,SYMPHONY NO. 5 (LENORE) E MAJOR, OP. 177,Damrosch, Walter
